TITLE="Graphics"
VARIABLES= "x", "T_CH", "Y_h_CH","Y_h2_CH","Y_o_CH","Y_o2_CH","Y_oh_CH","Y_h2o_CH","Y_n2_CH","Y_ho2_CH","Y_h2o2_CH","Y_co_CH","Y_co2_CH","Y_ch2o_CH","Y_hco_CH","Y_ch3oh_CH","Y_ch2oh_CH","Y_ch3o_CH","Y_ch3o2_CH","Y_ch4_CH","Y_ch3_CH","Y_ch2_CH","Y_ch2(s)_CH","Y_c2h6_CH","Y_c2h5o2_CH","Y_c2h5_CH","Y_c2h4_CH","Y_c2h3_CH","Y_c2h2_CH","Y_ch2cho_CH","Y_ch2co_CH","Y_hcco_CH","Y_nc3h7_CH","Y_c3h6_CH","Y_c3h5-a_CH","Y_c3h5o_CH","Y_c3h4-a_CH","Y_nc3h7o2_CH","Y_c2h3cho_CH","Y_nc7h16_CH","Y_c7h15_CH","Y_c7h15o2_CH","Y_c7h14ooh_CH","Y_c7h14_CH","Y_c7h14ooho2_CH","Y_nc7ket_CH","Y_c7h14o_CH","Y_nc3h7cho_CH"
0.11875,336.6036,5.326683E-11,4.660201E-4,4.66951E-11,0.2154541,3.605641E-9,0.00266905,0.7170696,1.21382E-5,1.504281E-5,0.001187403,3.147466E-4,3.625204E-5,1.405922E-12,4.158355E-6,1.298628E-13,3.693777E-8,7.692333E-6,4.612621E-5,2.06081E-10,2.435652E-16,2.984959E-20,1.446819E-5,2.807902E-7,4.999505E-12,2.760526E-4,1.069921E-13,3.480301E-5,1.299042E-6,2.513005E-6,1.045012E-13,2.747739E-14,4.581475E-5,9.182043E-9,4.346586E-8,6.245573E-7,4.709678E-9,8.07269E-7,0.06232757,8.335803E-11,1.089523E-5,1.892514E-13,1.978223E-6,1.363229E-8,5.311663E-8,1.982638E-7,1.530957E-7
0.1208333,347.8644,1.120433E-10,5.04324E-4,8.472265E-11,0.2144955,7.134348E-9,0.003431281,0.7165089,1.681524E-5,1.944688E-5,0.001564872,4.456633E-4,5.09204E-5,3.879432E-12,5.921008E-6,3.766928E-13,7.62558E-8,1.169257E-5,5.957885E-5,5.773957E-10,6.617204E-16,2.056794E-19,2.089871E-5,6.295308E-7,1.120805E-11,3.720059E-4,3.403012E-13,4.764081E-5,1.931456E-6,3.72974E-6,3.20092E-13,9.261007E-14,6.750017E-5,1.666673E-8,6.906455E-8,9.313541E-7,1.156198E-8,1.334137E-6,0.06234573,1.847145E-10,1.785946E-5,7.285126E-13,3.842063E-6,3.086392E-8,1.122903E-7,3.982495E-7,2.60959E-7
0.121875,354.9281,1.672231E-10,5.245716E-4,1.173105E-10,0.2138865,1.01988E-8,0.003899714,0.7161673,1.99479E-5,2.215225E-5,0.001803615,5.34084E-4,6.06977E-5,6.593816E-12,7.115658E-6,6.578438E-13,1.097049E-7,1.455883E-5,6.792217E-5,9.947198E-10,1.138387E-15,5.763812E-19,2.53244E-5,9.668893E-7,1.702181E-11,4.338624E-4,6.333941E-13,5.603797E-5,2.378035E-6,4.587513E-6,5.82114E-13,1.782092E-13,8.269574E-5,2.313389E-8,8.753782E-8,1.14876E-6,1.87264E-8,1.744808E-6,0.0623529,2.827822E-10,2.331492E-5,1.556823E-12,5.525721E-6,4.868967E-8,1.699615E-7,5.844416E-7,3.474289E-7
0.1229167,363.1481,2.512334E-10,5.455265E-4,1.641114E-10,0.2131712,1.459993E-8,0.004436441,0.7157775,2.376692E-5,2.525124E-5,0.00208314,6.425238E-4,7.256318E-5,1.12678E-11,8.58372E-6,1.155396E-12,1.570283E-7,1.821454E-5,7.755468E-5,1.716199E-9,1.99546E-15,1.641857E-18,3.082653E-5,1.492184E-6,2.576199E-11,5.072354E-4,1.197431E-12,6.610169E-5,2.943455E-6,5.672234E-6,1.06652E-12,3.506507E-13,1.018322E-4,3.256606E-8,1.110664E-7,1.424788E-6,3.052282E-8,2.304154E-6,0.06235688,4.374094E-10,3.088106E-5,3.519981E-12,8.091169E-6,7.891771E-8,2.631861E-7,8.74857E-7,4.676918E-7
0.1239583,372.6675,3.804488E-10,5.671595E-4,2.325138E-10,0.2123354,2.088115E-8,0.005048058,0.7153349,2.841499E-5,2.87753E-5,0.002408919,7.747534E-4,8.685493E-5,1.929753E-11,1.037651E-5,2.031467E-12,2.232801E-7,2.283998E-5,8.862526E-5,2.955393E-9,3.568491E-15,4.725516E-18,3.762645E-5,2.303767E-6,3.886166E-11,5.93815E-4,2.294869E-12,7.809727E-5,3.65464E-6,7.034946E-6,1.963526E-12,7.033704E-13,1.257805E-4,4.641038E-8,1.402315E-7,1.772992E-6,4.9775E-8,3.059975E-6,0.06235559,6.823256E-10,4.12539E-5,8.32752E-12,1.196389E-5,1.294525E-7,4.12328E-7,1.323436E-6,6.336045E-7
0.1244792,377.9761,4.716125E-10,5.782225E-4,2.792676E-10,0.211866,2.500816E-8,0.00538474,0.7150918,3.111676E-5,3.070838E-5,0.002591505,8.514719E-4,9.505483E-5,2.53319E-11,1.141754E-5,2.700163E-12,2.660458E-7,2.559759E-5,9.476322E-5,3.897077E-9,4.835216E-15,8.111268E-18,4.161311E-5,2.872274E-6,4.795261E-11,6.427906E-4,3.208663E-12,8.493552E-5,4.077254E-6,7.843939E-6,2.684682E-12,1.00721E-12,1.399569E-4,5.582967E-8,1.569738E-7,1.980397E-6,6.387511E-8,3.534998E-6,0.06235185,8.566375E-10,4.78244E-5,1.301713E-11,1.462419E-5,1.670228E-7,5.197191E-7,1.637351E-6,7.396316E-7
0.125,383.6825,5.854859E-10,5.894421E-4,3.367118E-10,0.2113591,2.993217E-8,0.005743341,0.7148333,3.410466E-5,3.276217E-5,0.00278847,9.362111E-4,1.040388E-4,3.326649E-11,1.256788E-5,3.587445E-12,3.166095E-7,2.86976E-5,1.013354E-4,5.135881E-9,6.58767E-15,1.39474E-17,4.604853E-5,3.583009E-6,5.924767E-11,6.9595E-4,4.499527E-12,9.239735E-5,4.551803E-6,8.751725E-6,3.671314E-12,1.449315E-12,1.558341E-4,6.741499E-8,1.751796E-7,2.21369E-6,8.205275E-8,4.089789E-6,0.0623452,1.077586E-9,5.55787E-5,2.055266E-11,1.793576E-5,2.165799E-7,6.580653E-7,2.033407E-6,8.64934E-7
0.1255208,389.8068,7.281818E-10,6.008122E-4,4.07571E-10,0.2108125,3.579143E-8,0.006124636,0.7145588,3.740661E-5,3.493904E-5,0.003000632,0.001029634,1.138573E-4,4.36928E-11,1.38364E-5,4.761388E-12,3.76184E-7,3.217244E-5,1.083624E-4,6.762986E-9,9.028058E-15,2.401136E-17,5.097365E-5,4.467998E-6,7.331768E-11,7.535541E-4,6.33025E-12,1.005254E-4,5.083519E-6,9.768163E-6,5.023523E-12,2.095488E-12,1.735793E-4,8.167675E-8,1.94681E-7,2.47554E-6,1.053791E-7,4.735961E-6,0.06233498,1.357739E-9,6.46983E-5,3.27236E-11,2.204419E-5,2.815634E-7,8.356092E-7,2.531331E-6,1.012604E-6
0.1260417,396.3691,9.073164E-10,6.12326E-4,4.953178E-10,0.2102241,4.274092E-8,0.006529349,0.7142679,4.105292E-5,3.724069E-5,0.00322882,0.001132433,1.245604E-4,5.737858E-11,1.523233E-5,6.308521E-12,4.461309E-7,3.605567E-5,1.158646E-4,8.893255E-9,1.244462E-14,4.133751E-17,5.643156E-5,5.565418E-6,9.090946E-11,8.158672E-4,8.932567E-12,1.093631E-4,5.677968E-6,1.090372E-5,6.875387E-12,3.043205E-12,1.933699E-4,9.924824E-8,2.151865E-7,2.768798E-6,1.351718E-7,5.486413E-6,0.06232038,1.712895E-9,7.538376E-5,5.245179E-11,2.712355E-5,3.662271E-7,1.062556E-6,3.155031E-6,1.186133E-6
0.1265625,403.3892,1.13243E-9,6.239765E-4,6.043889E-10,0.2095917,5.095557E-8,0.006958155,0.7139602,4.507631E-5,3.966802E-5,0.003473862,0.001245325,1.361969E-4,7.532609E-11,1.676517E-5,8.338321E-12,5.279705E-7,4.038168E-5,1.23862E-4,1.167217E-8,1.72524E-14,7.108498E-17,6.246749E-5,6.920431E-6,1.130117E-10,8.831555E-4,1.263894E-11,1.189549E-4,6.34105E-6,1.216946E-5,9.408002E-12,4.437561E-12,2.153932E-4,1.209147E-7,2.362506E-7,3.09649E-6,1.730376E-7,6.355387E-6,0.06230046,2.162974E-9,8.785479E-5,8.450244E-11,3.338084E-5,4.757546E-7,1.351467E-6,3.933331E-6,1.389449E-6
0.1270833,410.8862,1.415471E-9,6.357564E-4,7.404657E-10,0.2089133,6.063372E-8,0.007411666,0.7136353,4.95121E-5,4.222109E-5,0.00373659,0.001369052,1.488136E-4,9.885011E-11,1.844467E-5,1.098831E-11,6.233924E-7,4.518527E-5,1.323743E-4,1.52837E-8,2.405156E-14,1.219783E-16,6.912864E-5,8.586025E-6,1.409475E-10,9.556864E-4,1.792774E-11,1.293454E-4,7.078988E-6,1.357702E-5,1.286624E-11,6.495063E-12,2.398464E-4,1.476487E-7,2.572445E-7,3.461817E-6,2.209189E-7,7.358505E-6,0.06227415,2.733144E-9,1.023498E-4,1.366277E-10,4.106092E-5,6.163523E-7,1.717717E-6,4.900787E-6,1.626948E-6
0.1276042,418.8789,1.77136E-9,6.476579E-4,9.108379E-10,0.2081867,7.200161E-8,0.007890429,0.713293,5.43982E-5,4.489907E-5,0.004017825,0.001504376,1.624552E-4,1.296854E-10,2.028079E-5,1.443E-11,7.342646E-7,5.050132E-5,1.414203E-4,1.996012E-8,3.371301E-14,2.086894E-16,7.64641E-5,1.062385E-5,1.765034E-10,0.001033726,2.548888E-11,1.405798E-4,7.898322E-6,1.51386E-5,1.758126E-11,9.539431E-12,2.669358E-4,1.806533E-7,2.773343E-7,3.868144E-6,2.811417E-7,8.512772E-6,0.06224016,3.455295E-9,1.191248E-4,2.213963E-10,5.045191E-5,7.952945E-7,2.180006E-6,6.098597E-6,1.903522E-6
0.128125,427.385,2.218626E-9,6.596733E-4,1.124875E-9,0.20741,8.531957E-8,0.008394926,0.7129332,5.977525E-5,4.770009E-5,0.004318383,0.001652076,1.771628E-4,1.701353E-10,2.228364E-5,1.887593E-11,8.626434E-7,5.63643E-5,1.510185E-4,2.599473E-8,4.750429E-14,3.557641E-16,8.452466E-5,1.310503E-5,2.221086E-10,0.001117539,3.631878E-11,1.527033E-4,8.8059E-6,1.68669E-5,2.400116E-11,1.405539E-11,2.968764E-4,2.21415E-7,2.954745E-7,4.319001E-6,3.56464E-7,9.836542E-6,0.06219707,4.369989E-9,1.384517E-4,3.591002E-10,6.1891E-5,1.020884E-6,2.760944E-6,7.575611E-6,2.224596E-6
0.1286458,436.4214,2.780134E-9,6.717945E-4,1.394638E-9,0.2065812,1.008911E-7,0.008925563,0.7125558,6.568665E-5,5.062127E-5,0.004639066,0.001812949,1.929743E-4,2.232751E-10,2.44634E-5,2.458796E-11,1.010783E-6,6.280783E-5,1.611864E-4,3.375943E-8,6.727232E-14,6.040899E-16,9.336268E-5,1.611088E-5,2.810862E-10,0.001207386,5.185329E-11,1.657608E-4,9.808869E-6,1.877509E-5,3.273191E-11,2.076879E-11,3.298912E-4,2.717667E-7,3.104322E-7,4.818067E-6,4.501215E-7,1.134943E-5,0.06214321,5.52912E-9,1.606161E-4,5.823305E-10,7.577067E-5,1.302274E-6,3.487694E-6,9.389424E-6,2.596156E-6
0.1291667,446.0041,3.483887E-9,6.840136E-4,1.735666E-9,0.2056985,1.190762E-7,0.009482676,0.712161,7.217864E-5,5.365862E-5,0.004980658,0.0019878,2.099229E-4,2.931938E-10,2.683033E-5,3.188583E-11,1.181143E-6,6.98642E-5,1.719408E-4,4.37302E-8,9.56827E-14,1.02142E-15,1.030319E-4,1.973352E-5,3.579831E-10,0.001303523,7.412553E-11,1.79797E-4,1.091467E-5,2.087682E-5,4.458952E-11,3.075525E-11,3.662108E-4,3.339655E-7,3.208574E-7,5.369164E-6,5.658689E-7,1.307214E-5,0.0620767,6.999554E-9,1.859127E-4,9.430091E-10,9.254538E-5,1.649081E-6,4.392673E-6,1.160757E-5,3.024775E-6
0.1294271,451.0077,3.902202E-9,6.901579E-4,1.940583E-9,0.2052361,1.293188E-7,0.009771362,0.7119571,7.566223E-5,5.521935E-5,0.00515964,0.002080813,2.18838E-4,3.362676E-10,2.80884E-5,3.62655E-11,1.275721E-6,7.363539E-5,1.775456E-4,4.978034E-8,1.144832E-13,1.328405E-15,1.082011E-4,2.181659E-5,4.053408E-10,0.001354063,8.878235E-11,1.872015E-4,1.150932E-5,2.200608E-5,5.210371E-11,3.749903E-11,3.85708E-4,3.705786E-7,3.238613E-7,5.665852E-6,6.337008E-7,1.402083E-5,0.06203785,7.880267E-9,1.99857E-4,1.199465E-9,1.022227E-4,1.850728E-6,4.926922E-6,1.289894E-5,3.263336E-6
0.1296875,456.1562,4.369744E-9,6.963239E-4,2.1717E-9,0.2047592,1.403991E-7,0.01006687,0.7117489,7.931292E-5,5.680764E-5,0.005344245,0.002177725,2.280551E-4,3.858009E-10,2.939841E-5,4.120387E-11,1.377048E-6,7.757554E-5,1.833057E-4,5.665319E-8,1.371078E-13,1.726381E-15,1.136051E-4,2.410072E-5,4.598335E-10,0.001406305,1.06346E-10,1.948732E-4,1.213345E-5,2.31906E-5,6.087955E-11,4.574087E-11,4.061477E-4,4.113725E-7,3.251852E-7,5.97748E-6,7.090321E-7,1.503252E-5,0.06199477,8.874695E-9,2.147525E-4,1.525043E-9,1.128795E-4,2.073675E-6,5.524673E-6,1.433E-5,3.519644E-6
0.1299479,461.4512,4.891993E-9,7.025105E-4,2.432525E-9,0.2042677,1.523882E-7,0.01036923,0.7115365,8.313751E-5,5.842265E-5,0.005534568,0.002278644,2.375771E-4,4.428046E-10,3.07617E-5,4.676653E-11,1.485508E-6,8.168821E-5,1.892228E-4,6.4469E-8,1.643843E-13,2.242566E-15,1.192514E-4,2.660157E-5,5.226743E-10,0.001460281,1.274016E-10,2.028175E-4,1.278814E-5,2.44323E-5,7.114116E-11,5.582214E-11,4.275622E-4,4.56814E-7,3.246881E-7,6.304593E-6,7.925374E-7,1.611022E-5,0.06194711,9.998322E-9,2.306436E-4,1.937995E-9,1.24602E-4,2.319137E-6,6.192576E-6,1.5914E-5,3.794783E-6
0.1302083,466.8944,5.474936E-9,7.087169E-4,2.727048E-9,0.2037614,1.653652E-7,0.01067845,0.7113199,8.714298E-5,6.006348E-5,0.005730703,0.002383678,2.474066E-4,5.084276E-10,3.21796E-5,5.302557E-11,1.601501E-6,8.597677E-5,1.95299E-4,7.336929E-8,1.973066E-13,2.91226E-15,1.251474E-4,2.933561E-5,5.95291E-10,0.001516022,1.526305E-10,2.110402E-4,1.347447E-5,2.573312E-5,8.315261E-11,6.815579E-11,4.499843E-4,5.074206E-7,3.22259E-7,6.647742E-6,8.849317E-7,1.725693E-5,0.06189451,1.126902E-8,2.475747E-4,2.461153E-9,1.374827E-4,2.588168E-6,6.93785E-6,1.766525E-5,4.089883E-6
0.1304687,472.4872,6.125116E-9,7.14942E-4,3.059811E-9,0.2032401,1.794182E-7,0.01099455,0.7110992,9.133656E-5,6.172913E-5,0.005932742,0.002492936,2.575457E-4,5.839843E-10,3.365344E-5,6.006083E-11,1.725441E-6,9.044429E-5,2.015359E-4,8.35226E-8,2.370823E-13,3.781631E-15,1.313006E-4,3.23201E-5,6.793762E-10,0.001573557,1.828312E-10,2.195468E-4,1.419354E-5,2.709501E-5,9.722781E-11,8.324542E-11,4.73447E-4,5.637657E-7,3.178255E-7,7.007486E-6,9.869699E-7,1.847566E-5,0.06183655,1.270752E-8,2.655896E-4,3.123058E-9,1.516205E-4,2.881586E-6,7.768306E-6,1.959916E-5,4.406125E-6
0.1307292,478.2312,6.849684E-9,7.211848E-4,3.435982E-9,0.2027036,1.946465E-7,0.01131754,0.7108746,9.572565E-5,6.341854E-5,0.006140776,0.002606526,2.679964E-4,6.709786E-10,3.518452E-5,6.79611E-11,1.85776E-6,9.509357E-5,2.079352E-4,9.513189E-8,2.851891E-13,4.911352E-15,1.377186E-4,3.557313E-5,7.769432E-10,0.001632918,2.189388E-10,2.283426E-4,1.494648E-5,2.851996E-5,1.137426E-10,1.017065E-10,4.979836E-4,6.264845E-7,3.113632E-7,7.384391E-6,1.099446E-6,1.976937E-5,0.06177284,1.433797E-8,2.847312E-4,3.959294E-9,1.671212E-4,3.199901E-6,8.692376E-6,2.173229E-5,4.744736E-6
0.1309896,484.1276,7.656463E-9,7.274446E-4,3.861451E-9,0.2021517,2.111627E-7,0.01164741,0.7106461,1.003179E-4,6.513056E-5,0.006354893,0.002724557,2.787598E-4,7.711364E-10,3.677417E-5,7.682577E-11,1.998904E-6,9.992702E-5,2.144986E-4,1.084439E-7,3.434519E-13,6.381644E-15,1.44409E-4,3.91136E-5,8.904062E-10,0.001694134,2.620527E-10,2.374332E-4,1.573445E-5,3.000995E-5,1.331503E-10,1.242967E-10,5.23628E-4,6.9628E-7,3.029041E-7,7.779028E-6,1.223191E-6,2.114099E-5,0.06170293,1.618877E-8,3.050411E-4,5.014117E-9,1.840976E-4,3.543216E-6,9.719125E-6,2.408244E-5,5.106994E-6
0.13125,490.1778,8.554017E-9,7.337204E-4,4.342925E-9,0.2015842,2.290949E-7,0.01198417,0.710414,1.051212E-4,6.686397E-5,0.006575181,0.002847136,2.89837E-4,8.864861E-10,3.842367E-5,8.676842E-11,2.149336E-6,1.049467E-4,2.212276E-4,1.237613E-7,4.141751E-13,8.300942E-15,1.513795E-4,4.296117E-5,1.022746E-9,0.001757234,3.134863E-10,2.468237E-4,1.655861E-5,3.1567E-5,1.560016E-10,1.519788E-10,5.504139E-4,7.739302E-7,2.925421E-7,8.191974E-6,1.359073E-6,2.25934E-5,0.06162634,1.829387E-8,3.265591E-4,6.342826E-9,2.026701E-4,3.911132E-6,1.085827E-5,2.666869E-5,5.494226E-6
0.1317708,502.7377,1.064799E-8,7.463154E-4,5.495864E-9,0.2004026,2.696233E-7,0.01267813,0.709939,1.153807E-4,7.03903E-5,0.007034377,0.003106158,3.129256E-4,1.170411E-9,4.190455E-5,1.102874E-10,2.479299E-6,1.155445E-4,2.351829E-4,1.614943E-7,6.019632E-13,1.403825E-14,1.661776E-4,5.16324E-5,1.356336E-9,0.001889125,4.460685E-10,2.665132E-4,1.831822E-5,3.488676E-5,2.13998E-10,2.266344E-10,6.074869E-4,9.552181E-7,2.66617E-7,9.074127E-6,1.66968E-6,2.574708E-5,0.06145184,2.341725E-8,3.733019E-4,1.01031E-8,2.449522E-4,4.717157E-6,1.350225E-5,3.260553E-5,6.347188E-6
0.1322917,515.9137,1.32269E-8,7.58964E-4,6.974072E-9,0.1991581,3.177501E-7,0.01339913,0.7094511,1.26567E-4,7.398437E-5,0.007518785,0.003384209,3.372414E-4,1.544666E-9,4.563409E-5,1.397169E-10,2.85137E-6,1.2688E-4,2.498068E-4,2.124594E-7,8.781184E-13,2.390933E-14,1.821583E-4,6.173781E-5,1.815063E-9,0.002028734,6.309991E-10,2.874386E-4,2.023287E-5,3.849139E-5,2.947181E-10,3.376262E-10,6.69407E-4,1.178184E-6,2.359139E-7,1.003437E-5,2.037613E-6,2.924333E-5,0.06124616,3.014821E-8,4.249896E-4,1.597615E-8,2.948438E-4,5.594519E-6,1.66929E-5,3.96838E-5,7.312696E-6
