Distance_Soln#6 (cm),Pressure_Soln#6_Run#1 (atm),Mass_density_Soln#6_Run#1 (g/cm3),Axial_velocity_Soln#6_Run#1 (cm/sec),Cross-section_area_Soln#6_Run#1 (cm2),Net_heat_production_from_gas-phase_reactions_Soln#6_Run#1 (erg/cm3-sec),EICO_Soln#6_Run#1 (g-CO/kg-fuel),Unburned_fuel_fraction_Soln#6_Run#1 (),Temperature_Soln#6_Run#1 (K),Mass_fraction_h_Soln#6_Run#1 (),Mass_fraction_h2_Soln#6_Run#1 (),Mass_fraction_o_Soln#6_Run#1 (),Mass_fraction_o2_Soln#6_Run#1 (),Mass_fraction_oh_Soln#6_Run#1 (),Mass_fraction_h2o_Soln#6_Run#1 (),Mass_fraction_n2_Soln#6_Run#1 (),Mass_fraction_ho2_Soln#6_Run#1 (),Mass_fraction_h2o2_Soln#6_Run#1 (),Mass_fraction_co_Soln#6_Run#1 (),Mass_fraction_co2_Soln#6_Run#1 (),Mass_fraction_ch2o_Soln#6_Run#1 (),Mass_fraction_hco_Soln#6_Run#1 (),Mass_fraction_ch3oh_Soln#6_Run#1 (),Mass_fraction_ch2oh_Soln#6_Run#1 (),Mass_fraction_ch3o_Soln#6_Run#1 (),Mass_fraction_ch3o2_Soln#6_Run#1 (),Mass_fraction_ch4_Soln#6_Run#1 (),Mass_fraction_ch3_Soln#6_Run#1 (),Mass_fraction_ch2_Soln#6_Run#1 (),Mass_fraction_ch2(s)_Soln#6_Run#1 (),Mass_fraction_c2h6_Soln#6_Run#1 (),Mass_fraction_c2h5o2_Soln#6_Run#1 (),Mass_fraction_c2h5_Soln#6_Run#1 (),Mass_fraction_c2h4_Soln#6_Run#1 (),Mass_fraction_c2h3_Soln#6_Run#1 (),Mass_fraction_c2h2_Soln#6_Run#1 (),Mass_fraction_ch2cho_Soln#6_Run#1 (),Mass_fraction_ch2co_Soln#6_Run#1 (),Mass_fraction_hcco_Soln#6_Run#1 (),Mass_fraction_nc3h7_Soln#6_Run#1 (),Mass_fraction_c3h6_Soln#6_Run#1 (),Mass_fraction_c3h5-a_Soln#6_Run#1 (),Mass_fraction_c3h5o_Soln#6_Run#1 (),Mass_fraction_c3h4-a_Soln#6_Run#1 (),Mass_fraction_nc3h7o2_Soln#6_Run#1 (),Mass_fraction_c2h3cho_Soln#6_Run#1 (),Mass_fraction_nc7h16_Soln#6_Run#1 (),Mass_fraction_c7h15_Soln#6_Run#1 (),Mass_fraction_c7h15o2_Soln#6_Run#1 (),Mass_fraction_c7h14ooh_Soln#6_Run#1 (),Mass_fraction_c7h14_Soln#6_Run#1 (),Mass_fraction_c7h14ooho2_Soln#6_Run#1 (),Mass_fraction_nc7ket_Soln#6_Run#1 (),Mass_fraction_c7h14o_Soln#6_Run#1 (),Mass_fraction_nc3h7cho_Soln#6_Run#1 (),Flow_rate_Soln#6_Run#1 (g/cm2-sec),Molecular_weight_Soln#6_Run#1 (g/mole)
0.0935,1.0,0.001222744,39.62883,1.0,59.41872,0.0,1.0,300.3454,4.919569E-16,1.228779E-4,6.497434E-13,0.2183945,4.479576E-14,3.274668E-5,0.7192351,1.050639E-7,1.255238E-7,1.013432E-5,6.741611E-7,7.04348E-8,6.987338E-19,7.285552E-9,1.442797E-21,9.147012E-13,7.797217E-9,5.475842E-7,2.188321E-16,7.604218E-21,5.278646E-31,1.947534E-8,2.2651E-11,3.833181E-18,1.468576E-6,3.370629E-21,1.328989E-7,9.651187E-10,1.964288E-9,2.577768E-19,1.025509E-21,4.203183E-8,8.236255E-12,5.103594E-12,4.571874E-10,7.777649E-14,6.601046E-11,0.06220144,7.093913E-16,1.354015E-10,7.81033E-20,4.965014E-12,1.125012E-15,1.847649E-14,2.287202E-13,6.630021E-12,0.0484559,30.13523
0.095,1.0,0.001222195,39.64663,1.0,100.1051,0.0,1.0,300.443,9.072179E-16,1.314429E-4,8.082881E-13,0.2183869,8.181543E-14,4.140719E-5,0.7192201,1.35312E-7,1.618453E-7,1.304361E-5,9.328326E-7,9.77344E-8,1.187838E-18,1.016404E-8,3.801346E-21,1.667353E-12,1.116283E-8,6.918516E-7,4.387525E-16,1.277281E-20,1.480671E-30,2.747445E-8,3.53728E-11,7.95343E-18,1.936203E-6,7.934647E-21,1.779661E-7,1.403907E-9,2.852665E-9,4.307694E-19,2.289433E-21,6.051432E-8,1.193613E-11,8.216628E-12,6.661613E-10,1.302742E-13,1.06681E-10,0.06220285,1.286745E-15,2.380656E-10,1.388024E-19,9.344893E-12,2.230188E-15,3.770978E-14,4.44641E-13,1.102292E-11,0.0484559,30.13149
0.0965,1.0,0.001221518,39.66859,1.0,169.4801,0.0,1.0,300.569,1.678465E-15,1.406568E-4,1.006818E-12,0.2183773,1.503501E-13,5.243083E-5,0.7192027,1.745484E-7,2.089848E-7,1.681342E-5,1.293115E-6,1.358619E-7,2.0544E-18,1.420599E-8,1.009827E-20,3.038358E-12,1.601323E-8,8.753515E-7,8.838511E-16,2.153638E-20,4.200639E-30,3.883224E-8,5.541716E-11,1.666632E-17,2.556888E-6,1.901743E-20,2.387212E-7,2.046168E-9,4.150882E-9,7.230414E-19,5.140626E-21,8.729251E-8,1.733307E-11,1.32496E-11,9.725526E-10,2.189029E-13,1.727522E-10,0.06220445,2.355014E-15,4.19704E-10,2.481049E-19,1.761621E-11,4.497433E-15,7.706318E-14,8.65664E-13,1.836157E-11,0.0484559,30.12745
0.098,1.0,0.001220679,39.69585,1.0,288.0383,0.0,1.0,300.7317,3.109884E-15,1.50568E-4,1.255781E-12,0.2183649,2.771946E-13,6.645994E-5,0.7191826,2.254476E-7,2.701501E-7,2.169759E-5,1.794833E-6,1.891009E-7,3.633208E-18,1.988058E-8,2.694818E-20,5.534393E-12,2.300329E-8,1.108721E-6,1.786289E-15,3.643406E-20,1.226224E-29,5.495607E-8,8.706133E-11,3.517976E-17,3.380596E-6,4.611358E-20,3.206113E-7,2.986061E-9,6.047632E-9,1.218905E-18,1.161809E-20,1.260825E-7,2.520542E-11,2.138289E-11,1.421687E-9,3.688237E-13,2.800632E-10,0.06220626,4.333772E-15,7.396818E-10,4.4509E-19,3.323224E-11,9.196588E-15,1.57561E-13,1.686386E-12,3.061837E-11,0.0484559,30.12305
0.099,1.0,0.001220006,39.71777,1.0,412.3953,0.0,1.0,300.8663,4.72862E-15,1.575918E-4,1.457238E-12,0.2183548,4.203928E-13,7.793578E-5,0.7191672,2.677906E-7,3.210257E-7,2.575529E-5,2.238665E-6,2.36307E-7,5.416463E-18,2.493614E-8,5.247566E-20,8.334814E-12,2.937653E-8,1.299512E-6,2.880403E-15,5.195177E-20,2.665206E-29,6.946182E-8,1.184032E-10,5.864615E-17,4.079316E-6,8.443637E-20,3.910204E-7,3.854477E-9,7.797636E-9,1.73682E-18,2.047236E-20,1.616029E-7,3.246008E-11,2.958482E-11,1.837283E-9,5.267366E-13,3.887932E-10,0.0622076,6.570865E-15,1.086608E-9,6.635083E-19,5.134237E-11,1.517985E-14,2.579572E-13,2.666162E-12,4.335025E-11,0.0484559,30.1199
0.1,1.0,0.00121922,39.74337,1.0,592.4792,0.0,1.0,301.0269,7.207845E-15,1.64969E-4,1.693038E-12,0.2183428,6.396384E-13,9.149366E-5,0.71915,3.185291E-7,3.819708E-7,3.061156E-5,2.798497E-6,2.95966E-7,8.22407E-18,3.135109E-8,1.028195E-19,1.258065E-11,3.762344E-8,1.52482E-6,4.674251E-15,7.434365E-20,6.433408E-29,8.802025E-8,1.619497E-10,9.862033E-17,4.930183E-6,1.556497E-19,4.777352E-7,4.990812E-9,1.008478E-8,2.486949E-18,3.641706E-20,2.077313E-7,4.193313E-11,4.113764E-11,2.381789E-9,7.580293E-13,5.427213E-10,0.06220908,1.000256E-14,1.611055E-9,1.001084E-18,8.016093E-11,2.562621E-14,4.282499E-13,4.265321E-12,6.176335E-11,0.0484559,30.11656
0.1010417,1.0,0.00121826,39.77468,1.0,866.9062,0.0,1.0,301.2271,1.12116E-14,1.730478E-4,1.981768E-12,0.2183278,9.932936E-13,1.082293E-4,0.7191298,3.820825E-7,4.582655E-7,3.668567E-5,3.537119E-6,3.7483E-7,1.298518E-17,3.986595E-8,2.082582E-19,1.932509E-11,4.879161E-8,1.802825E-6,7.780172E-15,1.083494E-19,1.567437E-28,1.128611E-7,2.254412E-10,1.706472E-16,6.01335E-6,2.961427E-19,5.893996E-7,6.546979E-9,1.32131E-8,3.635178E-18,6.67556E-20,2.704191E-7,5.488146E-11,5.818219E-11,3.128436E-9,1.11379E-12,7.710539E-10,0.06221078,1.555245E-14,2.442109E-9,1.55083E-18,1.282873E-10,4.488745E-14,7.316188E-13,7.005335E-12,8.967388E-11,0.0484559,30.11287
0.1020833,1.0,0.00121713,39.81162,1.0,1272.139,0.0,1.0,301.4675,1.748459E-14,1.815488E-4,2.322814E-12,0.2183098,1.546542E-12,1.281202E-4,0.7191071,4.587716E-7,5.502445E-7,4.400281E-5,4.476473E-6,4.753189E-7,2.10093E-17,5.076117E-8,4.236259E-19,2.968815E-11,6.337856E-8,2.133124E-6,1.300643E-14,1.584157E-19,3.935293E-28,1.449186E-7,3.150147E-10,2.96915E-16,7.341739E-6,5.665728E-19,7.279511E-7,8.602339E-9,1.73398E-8,5.349311E-18,1.230922E-19,3.52574E-7,7.195557E-11,8.245563E-11,4.115905E-9,1.643671E-12,1.098093E-9,0.06221266,2.426374E-14,3.71232E-9,2.419638E-18,2.06009E-10,7.941388E-14,1.254645E-12,1.15468E-11,1.305356E-10,0.0484559,30.10894
0.103125,1.0,0.001215797,39.85527,1.0,1871.446,0.0,1.0,301.7561,2.732082E-14,1.904928E-4,2.726471E-12,0.2182882,2.412446E-12,1.517552E-4,0.7190813,5.513187E-7,6.610956E-7,5.281559E-5,5.670807E-6,6.03323E-7,3.488277E-17,6.46983E-8,8.64358E-19,4.559847E-11,8.242962E-8,2.525473E-6,2.182392E-14,2.323397E-19,1.007458E-27,1.862788E-7,4.416871E-10,5.187954E-16,8.970489E-6,1.088758E-18,8.998221E-7,1.131623E-8,2.278191E-8,7.935217E-18,2.283101E-19,4.602116E-7,9.447211E-11,1.170019E-10,5.421499E-9,2.434774E-12,1.56635E-9,0.06221475,3.795522E-14,5.649552E-9,3.798861E-18,3.314755E-10,1.415081E-13,2.155978E-12,1.907096E-11,1.90337E-10,0.0484559,30.10476
0.1041667,1.0,0.001214223,39.90692,1.0,2758.94,0.0,1.0,302.1023,4.275523E-14,1.999019E-4,3.2054E-12,0.2182623,3.767929E-12,1.798308E-4,0.7190519,6.630134E-7,7.946386E-7,6.34272E-5,7.188874E-6,7.663166E-7,5.945675E-17,8.252065E-8,1.767324E-18,7.00047E-11,1.07309E-7,2.991421E-6,3.67403E-14,3.418308E-19,2.614582E-27,2.396243E-7,6.213291E-10,9.093683E-16,1.096696E-5,2.099819E-18,1.112964E-6,1.489837E-8,2.99562E-8,1.1888E-17,4.260467E-19,6.011891E-7,1.241701E-10,1.661324E-10,7.14712E-9,3.6192E-12,2.236534E-9,0.06221708,5.949818E-14,8.596047E-9,5.999688E-18,5.3392E-10,2.534775E-13,3.708429E-12,3.153054E-11,2.778196E-10,0.0484559,30.10029
0.1052083,1.0,0.001212364,39.96811,1.0,4074.545,0.0,1.0,302.5175,6.698518E-14,2.097984E-4,3.775303E-12,0.2182311,5.889244E-12,2.131692E-4,0.7190185,7.978323E-7,9.554427E-7,7.620114E-5,9.11772E-6,9.737719E-7,1.03939E-16,1.053022E-7,3.618113E-18,1.074083E-10,1.397967E-7,3.544611E-6,6.204328E-14,5.045589E-19,6.872158E-27,3.084026E-7,8.769334E-10,1.597614E-15,1.341335E-5,4.061939E-18,1.377195E-6,1.962456E-8,3.941002E-8,1.802897E-17,8.000935E-19,7.857599E-7,1.633486E-10,2.359437E-10,9.426966E-9,5.398372E-12,3.195255E-9,0.06221969,9.342364E-14,1.30628E-8,9.532736E-18,8.603842E-10,4.557997E-13,6.380681E-12,5.21506E-11,4.057317E-10,0.0484559,30.09551
0.10625,1.0,0.001210167,40.04068,1.0,6025.935,0.0,1.0,303.0153,1.050242E-13,2.202057E-4,4.45583E-12,0.2181935,9.206028E-12,2.527395E-4,0.7189803,9.60584E-7,1.148964E-6,9.157274E-5,1.156743E-5,1.237677E-6,1.859481E-16,1.344088E-7,7.410088E-18,1.646694E-10,1.822143E-7,4.201155E-6,1.050849E-13,7.473328E-19,1.822109E-26,3.970388E-7,1.24202E-9,2.81064E-15,1.640986E-5,7.876384E-18,1.704625E-6,2.585702E-8,5.186141E-8,2.775477E-17,1.512445E-18,1.027289E-6,2.150505E-10,3.350394E-10,1.243758E-8,8.08124E-12,4.565936E-9,0.06222262,1.468689E-13,1.980746E-8,1.52446E-17,1.386483E-9,8.219424E-13,1.0977E-11,8.625161E-11,5.92644E-10,0.0484559,30.0904
0.1072917,1.0,0.00120757,40.1268,1.0,8919.569,0.0,1.0,303.6117,1.64676E-13,2.311474E-4,5.271809E-12,0.2181483,1.437997E-11,2.996826E-4,0.7189365,1.157086E-6,1.3817E-6,1.100626E-4,1.467705E-5,1.57318E-6,3.392546E-16,1.715753E-7,1.516319E-17,2.522205E-10,2.375887E-7,4.980039E-6,1.784248E-13,1.110902E-18,4.86931E-26,5.112052E-7,1.765796E-9,4.944093E-15,2.007843E-5,1.528913E-17,2.110168E-6,3.407087E-8,6.825094E-8,4.347166E-17,2.877743E-18,1.343174E-6,2.833096E-10,4.755318E-10,1.641087E-8,1.214485E-11,6.524225E-9,0.06222591,2.309988E-13,2.994429E-8,2.455537E-17,2.233604E-9,1.485227E-12,1.887565E-11,1.425991E-10,8.655724E-10,0.0484559,30.08491
0.1078125,1.0,0.001206093,40.17593,1.0,10879.07,0.0,1.0,303.9542,2.070433E-13,2.368281E-4,5.742536E-12,0.2181222,1.803516E-11,3.264246E-4,0.7189122,1.270645E-6,1.515684E-6,1.207112E-4,1.654532E-5,1.774973E-6,4.630093E-16,1.940093E-7,2.179442E-17,3.133029E-10,2.716193E-7,5.423785E-6,2.337578E-13,1.358291E-18,8.047553E-26,5.805946E-7,2.114557E-9,6.593493E-15,2.222057E-5,2.142494E-17,2.34914E-6,3.915495E-8,7.838544E-8,5.500678E-17,4.012268E-18,1.537509E-6,3.256646E-10,5.676957E-10,1.887298E-8,1.497333E-11,7.817569E-9,0.06222772,2.90871E-13,3.689522E-8,3.137335E-17,2.85066E-9,2.019134E-12,2.494937E-11,1.845334E-10,1.049046E-9,0.0484559,30.08202
0.1083333,1.0,0.001204482,40.22967,1.0,13278.94,0.0,1.0,304.3304,2.603966E-13,2.426534E-4,6.261353E-12,0.2180935,2.263007E-11,3.55644E-4,0.7188861,1.395988E-6,1.663155E-6,1.324354E-4,1.86642E-5,2.004006E-6,6.351353E-16,2.195357E-7,3.136797E-17,3.895876E-10,3.108383E-7,5.908689E-6,3.070493E-13,1.663828E-18,1.335876E-25,6.599379E-7,2.540104E-9,8.811568E-15,2.460189E-5,3.00597E-17,2.616495E-6,4.504387E-8,9.011607E-8,7.00594E-17,5.618968E-18,1.761639E-6,3.748209E-10,6.789444E-10,2.17272E-8,1.853688E-11,9.387169E-9,0.06222964,3.665832E-13,4.561892E-8,4.036413E-17,3.655347E-9,2.771057E-12,3.319783E-11,2.401005E-10,1.274582E-9,0.0484559,30.07902
0.1088542,1.0,0.001202724,40.28847,1.0,16222.44,0.0,1.0,304.7436,3.277892E-13,2.486264E-4,6.833997E-12,0.2180618,2.84161E-11,3.875636E-4,0.718858,1.534342E-6,1.825428E-6,1.453417E-4,2.106681E-5,2.263888E-6,8.755134E-16,2.485742E-7,4.521574E-17,4.847642E-10,3.560324E-7,6.438483E-6,4.044307E-13,2.042021E-18,2.22807E-25,7.506428E-7,3.060023E-9,1.179907E-14,2.724857E-5,4.225143E-17,2.915542E-6,5.186333E-8,1.036908E-7,8.989489E-17,7.899777E-18,2.020071E-6,4.318827E-10,8.131583E-10,2.503516E-8,2.303223E-11,1.129147E-8,0.06223169,4.625387E-13,5.656433E-8,5.227432E-17,4.704338E-9,3.830161E-12,4.439512E-11,3.137044E-10,1.551737E-9,0.0484559,30.0759
0.109375,1.0,0.001200806,40.3528,1.0,19835.14,0.0,1.0,305.1974,4.13019E-13,2.547502E-4,7.467046E-12,0.218027,3.570616E-11,4.224249E-4,0.7188278,1.687063E-6,2.003937E-6,1.595468E-4,2.379048E-5,2.558689E-6,1.212202E-15,2.815991E-7,6.526526E-17,6.034059E-10,4.081067E-7,7.017215E-6,5.340461E-13,2.511042E-18,3.733222E-25,8.543112E-7,3.696148E-9,1.582364E-14,3.018955E-5,5.949783E-17,3.249964E-6,5.97582E-8,1.193952E-7,1.162565E-16,1.114416E-17,2.317978E-6,4.981378E-10,9.749864E-10,2.886797E-8,2.871091E-11,1.360109E-8,0.06223387,5.842937E-13,7.029186E-8,6.812797E-17,6.071253E-9,5.321943E-12,5.958858E-11,4.111585E-10,1.892208E-9,0.0484559,30.07266
0.1098958,1.0,0.001198715,40.4232,1.0,24270.71,0.0,1.0,305.6956,5.208728E-13,2.61028E-4,8.168063E-12,0.2179885,4.48922E-11,4.604894E-4,0.7187952,1.855652E-6,2.200242E-6,1.751781E-4,2.687733E-5,2.892996E-6,1.684892E-15,3.191472E-7,9.430976E-17,7.511746E-10,4.681016E-7,7.649279E-6,7.068293E-13,3.093852E-18,6.28193E-25,9.72764E-7,4.475643E-9,2.124368E-14,3.345679E-5,8.393108E-17,3.623855E-6,6.889528E-8,1.375578E-7,1.515802E-16,1.576865E-17,2.66129E-6,5.750903E-10,1.16999E-9,3.330761E-8,3.589523E-11,1.640129E-8,0.0622362,7.389055E-13,8.750012E-8,8.933834E-17,7.851667E-9,7.422928E-12,8.019428E-11,5.401319E-10,2.310302E-9,0.0484559,30.06929
0.1104167,1.0,0.001196435,40.50023,1.0,29717.55,0.0,1.0,306.2424,6.574085E-13,2.674628E-4,8.945777E-12,0.2179462,5.646593E-11,5.0204E-4,0.7187602,2.041764E-6,2.416043E-6,1.923751E-4,3.037478E-5,3.271972E-6,2.349747E-15,3.618247E-7,1.363957E-16,9.350725E-10,5.372128E-7,8.339438E-6,9.374937E-13,3.819548E-18,1.061352E-24,1.10807E-6,5.43238E-9,2.85387E-14,3.708555E-5,1.18592E-16,4.04176E-6,7.946654E-8,1.585567E-7,1.992912E-16,2.23741E-17,3.056805E-6,6.644984E-10,1.404815E-9,3.844851E-8,4.499916E-11,1.979494E-8,0.06223868,9.353615E-13,1.090586E-7,1.178684E-16,1.016956E-8,1.038124E-11,1.081251E-10,7.107326E-10,2.823503E-9,0.0484559,30.06579
0.1109375,1.0,0.001193951,40.5845,1.0,36406.65,0.0,1.0,306.8425,8.303007E-13,2.740576E-4,9.810291E-12,0.2178995,7.104407E-11,5.473826E-4,0.7187225,2.247231E-6,2.653185E-6,2.112901E-4,3.433625E-5,3.701424E-6,3.286224E-15,4.103157E-7,1.97381E-16,1.163749E-9,6.168143E-7,9.092852E-6,1.245867E-12,4.72512E-18,1.800006E-24,1.262579E-6,6.608694E-9,3.834887E-14,4.111472E-5,1.678225E-16,4.508724E-6,9.169269E-8,1.828258E-7,2.642288E-16,3.182897E-17,3.512307E-6,7.684204E-10,1.687388E-9,4.439936E-8,5.655561E-11,2.390606E-8,0.06224132,1.185119E-12,1.360479E-7,1.564635E-16,1.318559E-8,1.454536E-11,1.459628E-10,9.362722E-10,3.453165E-9,0.0484559,30.06215
0.1114583,1.0,0.001191245,40.6767,1.0,44621.06,0.0,1.0,307.5007,1.049274E-12,2.808155E-4,1.077334E-11,0.2178481,8.939953E-11,5.968468E-4,0.7186818,2.474077E-6,2.913669E-6,2.320892E-4,3.882178E-5,4.187872E-6,4.606667E-15,4.653917E-7,2.857372E-16,1.447871E-9,7.084836E-7,9.915101E-6,1.6587E-12,5.857731E-18,3.063716E-24,1.438954E-6,8.057619E-9,5.152667E-14,4.55871E-5,2.378282E-16,5.03034E-6,1.058272E-7,2.108636E-7,3.532551E-16,4.539114E-17,4.036699E-6,8.892699E-10,2.027149E-9,5.128515E-8,7.125219E-11,2.888397E-8,0.06224413,1.502794E-12,1.698081E-7,2.089906E-16,1.71078E-8,2.040423E-11,1.971883E-10,1.234263E-9,4.225335E-9,0.0484559,30.05836
0.1119792,1.0,0.001188298,40.77755,1.0,54707.27,0.0,1.0,308.2226,1.326652E-12,2.877393E-4,1.184862E-11,0.2177915,1.124998E-10,6.507882E-4,0.718638,2.724539E-6,3.199662E-6,2.549536E-4,4.389883E-5,4.738634E-6,6.469791E-15,5.279217E-7,4.137019E-16,1.800583E-9,8.140312E-7,1.081222E-5,2.212128E-12,7.27771E-18,5.232617E-24,1.640213E-6,9.845743E-9,6.9204E-14,5.054979E-5,3.374877E-16,5.612803E-6,1.22161E-7,2.432412E-7,4.761322E-16,6.488608E-17,4.640154E-6,1.029881E-9,2.435323E-9,5.924945E-8,8.997819E-11,3.490835E-8,0.06224713,1.907036E-12,2.119987E-7,2.809374E-16,2.220528E-8,2.86432E-11,2.664898E-10,1.627722E-9,5.17176E-9,0.0484559,30.0544
0.1125,1.0,0.001185093,40.88785,1.0,67088.98,0.0,1.0,309.014,1.678042E-12,2.94832E-4,1.305213E-11,0.2177292,1.415541E-10,7.095891E-4,0.7185908,3.001091E-6,3.513505E-6,2.800804E-4,4.96431E-5,5.361904E-6,9.099584E-15,5.988831E-7,5.98929E-16,2.238045E-9,9.355337E-7,1.179072E-5,2.955018E-12,9.062486E-18,8.966749E-24,1.869771E-6,1.205686E-8,9.287881E-14,5.605455E-5,4.795148E-16,6.262962E-6,1.410273E-7,2.80613E-7,6.467831E-16,9.296812E-17,5.334287E-6,1.19359E-9,2.925226E-9,6.8457E-8,1.138864E-10,4.219509E-8,0.06225032,2.421658E-12,2.646695E-7,3.801531E-16,2.882565E-8,4.022177E-11,3.601742E-10,2.14686E-9,6.331085E-9,0.0484559,30.05029
0.1130208,1.0,0.001181607,41.00847,1.0,82283.67,0.0,1.0,309.8812,2.123216E-12,3.020961E-4,1.440268E-11,0.2176606,1.780722E-10,7.736602E-4,0.7185398,3.306464E-6,3.857724E-6,3.076843E-4,5.613946E-5,6.06685E-6,1.281174E-14,6.793741E-7,8.668474E-16,2.780105E-9,1.075371E-6,1.285762E-5,3.953522E-12,1.131179E-17,1.541558E-23,2.131492E-6,1.479663E-8,1.245264E-13,6.215815E-5,6.821331E-16,6.988387E-6,1.628077E-7,3.237273E-7,8.851083E-16,1.335041E-16,6.132339E-6,1.384329E-9,3.512619E-9,7.909664E-8,1.444745E-10,5.100333E-8,0.06225372,3.077066E-12,3.303472E-7,5.179561E-16,3.741752E-8,5.64815E-11,4.867144E-10,2.831291E-9,7.750298E-9,0.0484559,30.04599
0.1135417,1.0,0.00117782,41.14032,1.0,100922.5,0.0,1.0,310.8312,2.687203E-12,3.095344E-4,1.592241E-11,0.2175851,2.239353E-10,8.434418E-4,0.7184849,3.643683E-6,4.235035E-6,3.379981E-4,6.348288E-5,6.863706E-6,1.805055E-14,7.706268E-7,1.254023E-15,3.451086E-9,1.23627E-6,1.402047E-5,5.29728E-12,1.415455E-17,2.658646E-23,2.429733E-6,1.819861E-8,1.667409E-13,6.892285E-5,9.714877E-16,7.797427E-6,1.879383E-7,3.734391E-7,1.219597E-15,1.921378E-16,7.049387E-6,1.606745E-9,4.216117E-9,9.138448E-8,1.836927E-10,6.164369E-8,0.06225733,3.912109E-12,4.121385E-7,7.10805E-16,4.855898E-8,7.929548E-11,6.574784E-10,3.732874E-9,9.486456E-9,0.0484559,30.04151
0.1140625,1.0,0.001173709,41.28442,1.0,123774.0,0.0,1.0,311.8714,3.401683E-12,3.171492E-4,1.763752E-11,0.2175021,2.814836E-10,9.194048E-4,0.7184257,4.016086E-6,4.648355E-6,3.712744E-4,7.177954E-5,7.763881E-6,2.544019E-14,8.740213E-7,1.812937E-15,4.280747E-9,1.421347E-6,1.528741E-5,7.107855E-12,1.775807E-17,4.599537E-23,2.76941E-6,2.243186E-8,2.229145E-13,7.641674E-5,1.385123E-15,8.699279E-6,2.169172E-7,4.307232E-7,1.691083E-15,2.771215E-16,8.102576E-6,1.866344E-9,5.057637E-9,1.055676E-7,2.340855E-10,7.448795E-8,0.06226116,4.976435E-12,5.138525E-7,9.828437E-16,6.29939E-8,1.112748E-10,8.876937E-10,4.919413E-9,1.160874E-8,0.0484559,30.03684
0.1145833,1.0,0.00116925,41.44185,1.0,151772.7,0.0,1.0,313.0099,4.30674E-12,3.249429E-4,1.957909E-11,0.2174108,3.53623E-10,0.001002052,0.7183618,4.427367E-6,5.100804E-6,4.077869E-4,8.114792E-5,8.780066E-6,3.585585E-14,9.911009E-7,2.618759E-15,5.305417E-9,1.63417E-6,1.666714E-5,9.550225E-12,2.234033E-17,7.981776E-23,3.156057E-6,2.771087E-8,2.974613E-13,8.47142E-5,1.977003E-15,9.704059E-6,2.503115E-7,4.966902E-7,2.358139E-15,4.005428E-16,9.311371E-6,2.169664E-9,6.062912E-9,1.219279E-7,2.989791E-10,8.998041E-8,0.06226522,6.333518E-12,6.401462E-7,1.369809E-15,8.167799E-8,1.560527E-10,1.197725E-9,6.479403E-9,1.420091E-8,0.0484559,30.03196
0.1151042,1.0,0.001164419,41.61379,1.0,186052.5,0.0,1.0,314.2551,5.453067E-12,3.329176E-4,2.178414E-11,0.2173105,4.439543E-10,0.001091919,0.7182929,4.881606E-6,5.595711E-6,4.478314E-4,9.172007E-5,9.926345E-6,5.052213E-14,1.123588E-6,3.778915E-15,6.56935E-9,1.878807E-6,1.816899E-5,1.28484E-11,2.818649E-17,1.389309E-22,3.595892E-6,3.430812E-8,3.960954E-13,9.389634E-5,2.824762E-15,1.082287E-5,2.887667E-7,5.726024E-7,3.304815E-15,5.801384E-16,1.069783E-5,2.524493E-9,7.262052E-9,1.407866E-7,3.8273E-10,1.086511E-7,0.06226953,8.064541E-12,7.966945E-7,1.925087E-15,1.05837E-7,2.186759E-10,1.61476E-9,8.528152E-9,1.736418E-8,0.0484559,30.02686
0.115625,1.0,0.001159191,41.8015,1.0,227986.7,0.0,1.0,315.6166,6.904752E-12,3.410751E-4,2.429693E-11,0.2172003,5.569295E-10,0.001189575,0.7182186,5.383314E-6,6.136617E-6,4.917269E-4,1.036428E-4,1.121832E-5,7.114839E-14,1.273403E-6,5.446548E-15,8.12633E-9,2.1599E-6,1.980295E-5,1.730664E-11,3.567116E-17,2.425455E-22,4.095892E-6,4.257028E-8,5.261722E-13,1.040515E-4,4.04018E-15,1.206788E-5,3.33016E-7,6.59892E-7,4.651727E-15,8.419766E-16,1.228692E-5,2.940133E-9,8.690155E-9,1.625092E-7,4.910526E-10,1.311314E-7,0.06227407,1.027337E-11,9.903884E-7,2.729183E-15,1.370402E-7,3.061385E-10,2.17502E-9,1.121562E-8,2.122069E-8,0.0484559,30.02153
0.1161458,1.0,0.001153539,42.00631,1.0,279235.0,0.0,1.0,317.1042,8.742778E-12,3.49417E-4,2.717052E-11,0.2170793,6.980407E-10,0.001295622,0.7181385,5.937472E-6,6.727273E-6,5.398173E-4,1.170792E-4,1.267321E-5,1.001147E-13,1.442679E-6,7.839398E-15,1.004155E-8,2.482732E-6,2.157965E-5,2.333824E-11,4.528862E-17,4.246779E-22,4.663871E-6,5.293891E-8,6.971032E-13,1.152754E-4,5.784347E-15,1.34524E-5,3.838899E-7,7.601814E-7,6.571901E-15,1.224434E-15,1.410682E-5,3.427726E-9,1.038796E-8,1.875104E-7,6.314523E-10,1.581714E-7,0.06227887,1.309296E-11,1.229564E-6,3.904665E-15,1.772926E-7,4.281124E-10,2.926665E-9,1.473644E-8,2.591746E-8,0.0484559,30.01596
