Distance_Soln#6 (cm),Pressure_Soln#6_Run#1 (atm),Mass_density_Soln#6_Run#1 (g/cm3),Axial_velocity_Soln#6_Run#1 (cm/sec),Cross-section_area_Soln#6_Run#1 (cm2),Net_heat_production_from_gas-phase_reactions_Soln#6_Run#1 (erg/cm3-sec),EICO_Soln#6_Run#1 (g-CO/kg-fuel),Unburned_fuel_fraction_Soln#6_Run#1 (),Temperature_Soln#6_Run#1 (K),Mass_fraction_h_Soln#6_Run#1 (),Mass_fraction_h2_Soln#6_Run#1 (),Mass_fraction_o_Soln#6_Run#1 (),Mass_fraction_o2_Soln#6_Run#1 (),Mass_fraction_oh_Soln#6_Run#1 (),Mass_fraction_h2o_Soln#6_Run#1 (),Mass_fraction_n2_Soln#6_Run#1 (),Mass_fraction_ho2_Soln#6_Run#1 (),Mass_fraction_h2o2_Soln#6_Run#1 (),Mass_fraction_co_Soln#6_Run#1 (),Mass_fraction_co2_Soln#6_Run#1 (),Mass_fraction_ch2o_Soln#6_Run#1 (),Mass_fraction_hco_Soln#6_Run#1 (),Mass_fraction_ch3oh_Soln#6_Run#1 (),Mass_fraction_ch2oh_Soln#6_Run#1 (),Mass_fraction_ch3o_Soln#6_Run#1 (),Mass_fraction_ch3o2_Soln#6_Run#1 (),Mass_fraction_ch4_Soln#6_Run#1 (),Mass_fraction_ch3_Soln#6_Run#1 (),Mass_fraction_ch2_Soln#6_Run#1 (),Mass_fraction_ch2(s)_Soln#6_Run#1 (),Mass_fraction_c2h6_Soln#6_Run#1 (),Mass_fraction_c2h5o2_Soln#6_Run#1 (),Mass_fraction_c2h5_Soln#6_Run#1 (),Mass_fraction_c2h4_Soln#6_Run#1 (),Mass_fraction_c2h3_Soln#6_Run#1 (),Mass_fraction_c2h2_Soln#6_Run#1 (),Mass_fraction_ch2cho_Soln#6_Run#1 (),Mass_fraction_ch2co_Soln#6_Run#1 (),Mass_fraction_hcco_Soln#6_Run#1 (),Mass_fraction_nc3h7_Soln#6_Run#1 (),Mass_fraction_c3h6_Soln#6_Run#1 (),Mass_fraction_c3h5-a_Soln#6_Run#1 (),Mass_fraction_c3h5o_Soln#6_Run#1 (),Mass_fraction_c3h4-a_Soln#6_Run#1 (),Mass_fraction_nc3h7o2_Soln#6_Run#1 (),Mass_fraction_c2h3cho_Soln#6_Run#1 (),Mass_fraction_nc7h16_Soln#6_Run#1 (),Mass_fraction_c7h15_Soln#6_Run#1 (),Mass_fraction_c7h15o2_Soln#6_Run#1 (),Mass_fraction_c7h14ooh_Soln#6_Run#1 (),Mass_fraction_c7h14_Soln#6_Run#1 (),Mass_fraction_c7h14ooho2_Soln#6_Run#1 (),Mass_fraction_nc7ket_Soln#6_Run#1 (),Mass_fraction_c7h14o_Soln#6_Run#1 (),Mass_fraction_nc3h7cho_Soln#6_Run#1 (),Flow_rate_Soln#6_Run#1 (g/cm2-sec),Molecular_weight_Soln#6_Run#1 (g/mole)
0.1475586,1.0,2.961432E-4,163.6232,1.0,1.191824E10,2.321307,0.2812246,1159.964,7.685444E-6,0.001062045,1.252055E-5,0.1367441,9.69101E-5,0.04514531,0.7094515,5.774525E-4,1.037554E-4,0.03529849,0.02499476,0.001195941,9.314706E-6,2.540712E-4,2.712806E-7,8.635267E-6,1.980263E-5,8.940734E-4,4.085054E-4,1.975118E-7,5.210817E-8,0.001131839,2.757291E-5,5.131694E-4,0.009556449,9.573087E-6,0.001583072,1.475693E-4,3.229943E-4,8.216239E-6,7.747894E-7,0.005198609,1.468594E-4,4.134264E-9,9.845813E-5,2.732154E-8,2.362392E-4,0.01748792,2.87506E-4,3.531647E-6,1.010081E-7,0.006152997,1.325091E-10,1.006852E-8,7.610163E-4,4.007939E-5,0.0484559,28.18801
0.1475911,1.0,2.956501E-4,163.8961,1.0,1.202559E10,2.305578,0.2787122,1161.696,7.786198E-6,0.001062736,1.270336E-5,0.1365681,9.792921E-5,0.04523095,0.7095106,5.760841E-4,1.034125E-4,0.03538764,0.0250744,0.001196151,9.454151E-6,2.543219E-4,2.757334E-7,8.576454E-6,1.943141E-5,8.951726E-4,4.112676E-4,2.017547E-7,5.312351E-8,0.001131927,2.690935E-5,5.128967E-4,0.009568805,9.72667E-6,0.00158773,1.475199E-4,3.239575E-4,8.347581E-6,7.706072E-7,0.005202587,1.47535E-4,4.106198E-9,9.881341E-5,2.653846E-8,2.36454E-4,0.01733169,2.847314E-4,3.419147E-6,9.851842E-8,0.006149404,1.265629E-10,9.399924E-9,7.595544E-4,3.982802E-5,0.0484559,28.18309
0.1476237,1.0,2.951583E-4,164.1692,1.0,1.213381E10,2.289943,0.2762067,1163.429,7.888059E-6,0.001063425,1.28886E-5,0.1363919,9.895837E-5,0.04531661,0.7095698,5.747116E-4,1.030681E-4,0.03547687,0.0251542,0.001196345,9.5952E-6,2.545677E-4,2.802527E-7,8.517875E-6,1.906761E-5,8.962613E-4,4.140321E-4,2.060818E-7,5.415674E-8,0.001131975,2.626099E-5,5.125768E-4,0.00958098,9.882253E-6,0.001592396,1.474647E-4,3.249211E-4,8.480577E-6,7.664741E-7,0.005206365,1.482097E-4,4.078355E-9,9.916958E-5,2.578042E-8,2.366662E-4,0.01717588,2.819631E-4,3.310182E-6,9.608654E-8,0.006145715,1.208841E-10,8.781481E-9,7.580802E-4,3.957725E-5,0.0484559,28.17817
0.1476562,1.0,2.946681E-4,164.4423,1.0,1.22429E10,2.274402,0.273708,1165.161,7.991036E-6,0.001064111,1.30763E-5,0.1362154,9.999768E-5,0.04540229,0.7096291,5.733351E-4,1.02722E-4,0.03556619,0.02523417,0.001196522,9.737861E-6,2.548086E-4,2.848393E-7,8.459533E-6,1.871109E-5,8.973392E-4,4.167987E-4,2.104946E-7,5.520812E-8,0.001131982,2.562749E-5,5.1221E-4,0.009592973,1.003985E-5,0.001597071,1.474038E-4,3.25885E-4,8.61524E-6,7.623894E-7,0.005209943,1.488835E-4,4.05073E-9,9.952665E-5,2.504653E-8,2.368758E-4,0.0170205,2.792014E-4,3.204643E-6,9.371121E-8,0.006141931,1.154605E-10,8.209173E-9,7.565939E-4,3.932708E-5,0.0484559,28.17327
0.1476888,1.0,2.941792E-4,164.7156,1.0,1.235287E10,2.258954,0.2712165,1166.894,8.095135E-6,0.001064795,1.326649E-5,0.1360388,1.010472E-4,0.04548799,0.7096884,5.719549E-4,1.023743E-4,0.0356556,0.0253143,0.001196683,9.88214E-6,2.550447E-4,2.894939E-7,8.40143E-6,1.836173E-5,8.984063E-4,4.195672E-4,2.149946E-7,5.627792E-8,0.001131948,2.500854E-5,5.117965E-4,0.009604782,1.019948E-5,0.001601756,1.473372E-4,3.268491E-4,8.75158E-6,7.583523E-7,0.005213319,1.495563E-4,4.023321E-9,9.988462E-5,2.433596E-8,2.370829E-4,0.01686557,2.764468E-4,3.102425E-6,9.139125E-8,0.006138054,1.102809E-10,7.679305E-9,7.550955E-4,3.907753E-5,0.0484559,28.16837
0.1477214,1.0,2.936918E-4,164.9889,1.0,1.246373E10,2.243599,0.2687321,1168.628,8.200364E-6,0.001065477,1.345921E-5,0.135862,1.021071E-4,0.04557372,0.7097477,5.705712E-4,1.02025E-4,0.03574509,0.02539459,0.001196827,1.002804E-5,2.552758E-4,2.942174E-7,8.343568E-6,1.801938E-5,8.994625E-4,4.223373E-4,2.195833E-7,5.736642E-8,0.001131873,2.440383E-5,5.113363E-4,0.009616404,1.036115E-5,0.001606449,1.472648E-4,3.278134E-4,8.889608E-6,7.543624E-7,0.005216493,1.502281E-4,3.996126E-9,1.002435E-4,2.36479E-8,2.372875E-4,0.01671108,2.736997E-4,3.003426E-6,8.912546E-8,0.006134083,1.053341E-10,7.188481E-9,7.535854E-4,3.882859E-5,0.0484559,28.16347
0.1477539,1.0,2.932059E-4,165.2624,1.0,1.257547E10,2.228336,0.2662551,1170.362,8.30673E-6,0.001066155,1.365447E-5,0.1356849,1.031773E-4,0.04565945,0.7098071,5.691839E-4,1.016741E-4,0.03583467,0.02547503,0.001196956,1.017558E-5,2.55502E-4,2.990105E-7,8.285948E-6,1.768392E-5,9.005077E-4,4.251087E-4,2.242623E-7,5.847388E-8,0.001131757,2.381305E-5,5.108298E-4,0.009627839,1.052487E-5,0.001611151,1.471868E-4,3.287777E-4,9.029336E-6,7.50419E-7,0.005219461,1.508988E-4,3.969143E-9,1.006032E-4,2.298156E-8,2.374894E-4,0.01655705,2.709604E-4,2.907546E-6,8.691269E-8,0.00613002,1.006097E-10,6.733578E-9,7.520635E-4,3.858029E-5,0.0484559,28.15859
0.1477865,1.0,2.927213E-4,165.5359,1.0,1.268812E10,2.213164,0.2637857,1172.096,8.41424E-6,0.001066831,1.385231E-5,0.1355077,1.042581E-4,0.04574521,0.7098666,5.677935E-4,1.013218E-4,0.03592434,0.02555564,0.001197068,1.032475E-5,2.557232E-4,3.038741E-7,8.228573E-6,1.735521E-5,9.015417E-4,4.278813E-4,2.290331E-7,5.960059E-8,0.001131599,2.323589E-5,5.102771E-4,0.009639084,1.069067E-5,0.001615862,1.47103E-4,3.297419E-4,9.170776E-6,7.465216E-7,0.005222224,1.515684E-4,3.942367E-9,1.009639E-4,2.23362E-8,2.376888E-4,0.01640348,2.682295E-4,2.814688E-6,8.475181E-8,0.006125866,9.609776E-11,6.311726E-9,7.505301E-4,3.833261E-5,0.0484559,28.15371
0.147819,1.0,2.922383E-4,165.8096,1.0,1.280167E10,2.198083,0.2613239,1173.831,8.522901E-6,0.001067505,1.405275E-5,0.1353303,1.053494E-4,0.04583098,0.709926,5.663999E-4,1.009678E-4,0.03601409,0.02563641,0.001197164,1.047556E-5,2.559393E-4,3.088088E-7,8.171444E-6,1.703314E-5,9.025645E-4,4.306546E-4,2.338974E-7,6.074683E-8,0.0011314,2.267207E-5,5.096785E-4,0.009650136,1.085854E-5,0.001620581,1.470135E-4,3.307061E-4,9.313937E-6,7.426697E-7,0.005224779,1.522368E-4,3.915798E-9,1.013254E-4,2.171108E-8,2.378857E-4,0.0162504,2.655072E-4,2.724759E-6,8.26417E-8,0.006121621,9.178867E-11,5.920289E-9,7.489853E-4,3.808558E-5,0.0484559,28.14884
0.1478516,1.0,2.917566E-4,166.0833,1.0,1.291613E10,2.183093,0.2588698,1175.565,8.63272E-6,0.001068176,1.425583E-5,0.1351527,1.064514E-4,0.04591677,0.7099855,5.650034E-4,1.006124E-4,0.03610392,0.02571734,0.001197243,1.062802E-5,2.561505E-4,3.138155E-7,8.114563E-6,1.671757E-5,9.03576E-4,4.334286E-4,2.388566E-7,6.191287E-8,0.001131159,2.212129E-5,5.090341E-4,0.009660995,1.102852E-5,0.00162531,1.469184E-4,3.316701E-4,9.458831E-6,7.388628E-7,0.005227126,1.52904E-4,3.889432E-9,1.016879E-4,2.110553E-8,2.380799E-4,0.01609779,2.627939E-4,2.637669E-6,8.058126E-8,0.006117287,8.767332E-11,5.556846E-9,7.474292E-4,3.783919E-5,0.0484559,28.14398
0.1478841,1.0,2.912764E-4,166.3571,1.0,1.30315E10,2.168192,0.2564237,1177.3,8.743705E-6,0.001068844,1.446158E-5,0.1349749,1.075642E-4,0.04600257,0.7100451,5.636041E-4,1.002555E-4,0.03619384,0.02579843,0.001197306,1.078214E-5,2.563565E-4,3.188949E-7,8.057931E-6,1.640839E-5,9.04576E-4,4.362029E-4,2.439126E-7,6.309901E-8,0.001130877,2.158327E-5,5.083444E-4,0.009671659,1.12006E-5,0.001630047,1.468175E-4,3.326338E-4,9.605468E-6,7.351004E-7,0.005229264,1.535699E-4,3.863268E-9,1.020512E-4,2.051888E-8,2.382716E-4,0.01594568,2.600901E-4,2.55333E-6,7.856941E-8,0.006112864,8.374299E-11,5.219175E-9,7.45862E-4,3.759346E-5,0.0484559,28.13913
0.1479167,1.0,2.907976E-4,166.631,1.0,1.31478E10,2.15338,0.2539857,1179.036,8.855861E-6,0.00106951,1.467002E-5,0.1347969,1.086878E-4,0.04608839,0.7101046,5.622021E-4,9.989707E-5,0.03628383,0.02587968,0.001197353,1.093791E-5,2.565574E-4,3.24048E-7,8.001549E-6,1.610545E-5,9.055644E-4,4.389772E-4,2.490668E-7,6.430552E-8,0.001130552,2.105772E-5,5.076095E-4,0.009682125,1.137481E-5,0.001634792,1.46711E-4,3.335972E-4,9.75386E-6,7.31382E-7,0.00523119,1.542345E-4,3.837302E-9,1.024155E-4,1.995047E-8,2.384607E-4,0.01579407,2.57396E-4,2.471655E-6,7.66051E-8,0.006108353,7.998934E-11,4.905239E-9,7.442838E-4,3.734838E-5,0.0484559,28.13429
0.1479492,1.0,2.903203E-4,166.905,1.0,1.326503E10,2.138658,0.2515559,1180.772,8.969197E-6,0.001070173,1.488118E-5,0.1346187,1.098223E-4,0.04617422,0.7101642,5.607977E-4,9.953722E-5,0.03637391,0.02596108,0.001197384,1.109535E-5,2.567532E-4,3.292753E-7,7.945421E-6,1.580865E-5,9.065412E-4,4.417513E-4,2.54321E-7,6.553271E-8,0.001130185,2.054439E-5,5.068297E-4,0.009692392,1.155115E-5,0.001639547,1.465989E-4,3.345601E-4,9.904017E-6,7.277074E-7,0.005232905,1.548977E-4,3.811532E-9,1.027806E-4,1.939969E-8,2.386472E-4,0.01564297,2.54712E-4,2.392562E-6,7.468728E-8,0.006103754,7.640444E-11,4.613166E-9,7.426948E-4,3.710397E-5,0.0484559,28.12946
0.1479818,1.0,2.898444E-4,167.179,1.0,1.338319E10,2.124023,0.2491344,1182.508,9.083718E-6,0.001070833,1.50951E-5,0.1344403,1.109679E-4,0.04626006,0.7102237,5.59391E-4,9.917592E-5,0.03646406,0.02604265,0.001197398,1.125445E-5,2.569438E-4,3.345779E-7,7.889546E-6,1.551787E-5,9.075061E-4,4.44525E-4,2.596769E-7,6.678086E-8,0.001129776,2.004299E-5,5.060053E-4,0.009702457,1.172963E-5,0.00164431,1.464811E-4,3.355226E-4,1.005595E-5,7.24076E-7,0.005234406,1.555596E-4,3.785957E-9,1.031466E-4,1.886595E-8,2.388311E-4,0.01549239,2.520385E-4,2.315971E-6,7.281495E-8,0.00609907,7.298068E-11,4.341241E-9,7.41095E-4,3.686023E-5,0.0484559,28.12464
0.1480143,1.0,2.893699E-4,167.4532,1.0,1.350229E10,2.109475,0.2467214,1184.244,9.199432E-6,0.00107149,1.53118E-5,0.1342617,1.121245E-4,0.04634591,0.7102833,5.57982E-4,9.88132E-5,0.03655429,0.02612438,0.001197396,1.141522E-5,2.571292E-4,3.399564E-7,7.833925E-6,1.523298E-5,9.084592E-4,4.472979E-4,2.651362E-7,6.805027E-8,0.001129325,1.955327E-5,5.051366E-4,0.00971232,1.191027E-5,0.001649081,1.463576E-4,3.364844E-4,1.020967E-5,7.204875E-7,0.005235693,1.562199E-4,3.760573E-9,1.035135E-4,1.834868E-8,2.390124E-4,0.01534234,2.493757E-4,2.241804E-6,7.09871E-8,0.0060943,6.97108E-11,4.08789E-9,7.394847E-4,3.661717E-5,0.0484559,28.11982
0.1480469,1.0,2.888969E-4,167.7273,1.0,1.362234E10,2.095015,0.244317,1185.98,9.316346E-6,0.001072145,1.553133E-5,0.134083,1.132924E-4,0.04643177,0.7103429,5.56571E-4,9.844908E-5,0.0366446,0.02620626,0.001197378,1.157767E-5,2.573093E-4,3.454117E-7,7.778562E-6,1.495386E-5,9.094003E-4,4.500697E-4,2.707006E-7,6.934123E-8,0.001128831,1.907498E-5,5.042239E-4,0.009721978,1.209309E-5,0.001653861,1.462286E-4,3.374456E-4,1.036518E-5,7.169415E-7,0.005236765,1.568788E-4,3.735378E-9,1.038814E-4,1.784732E-8,2.391911E-4,0.01519283,2.467239E-4,2.169986E-6,6.920274E-8,0.006089445,6.658789E-11,3.85167E-9,7.378639E-4,3.637479E-5,0.0484559,28.11502
0.1480794,1.0,2.884253E-4,168.0016,1.0,1.374334E10,2.080641,0.2419214,1187.717,9.434465E-6,0.001072796,1.575369E-5,0.133904,1.144716E-4,0.04651764,0.7104025,5.551582E-4,9.808357E-5,0.03673499,0.0262883,0.001197343,1.17418E-5,2.574842E-4,3.509445E-7,7.723455E-6,1.468041E-5,9.103293E-4,4.528403E-4,2.763719E-7,7.065406E-8,0.001128295,1.860785E-5,5.032676E-4,0.009731429,1.227808E-5,0.001658649,1.460939E-4,3.38406E-4,1.05225E-5,7.134377E-7,0.00523762,1.575361E-4,3.710371E-9,1.042501E-4,1.736133E-8,2.393673E-4,0.01504385,2.440835E-4,2.100442E-6,6.746092E-8,0.006084506,6.360532E-11,3.631259E-9,7.362328E-4,3.61331E-5,0.0484559,28.11022
0.148112,1.0,2.879551E-4,168.2759,1.0,1.38653E10,2.066353,0.2395346,1189.454,9.553798E-6,0.001073445,1.597894E-5,0.1337249,1.156621E-4,0.04660352,0.710462,5.537436E-4,9.77167E-5,0.03682544,0.02637051,0.001197292,1.190761E-5,2.576538E-4,3.565557E-7,7.668607E-6,1.44125E-5,9.11246E-4,4.556093E-4,2.821519E-7,7.198905E-8,0.001127716,1.815165E-5,5.022679E-4,0.009740671,1.246526E-5,0.001663446,1.459537E-4,3.393655E-4,1.068163E-5,7.099758E-7,0.005238258,1.581918E-4,3.685549E-9,1.046197E-4,1.689022E-8,2.395408E-4,0.01489543,2.414547E-4,2.033103E-6,6.576069E-8,0.006079485,6.075676E-11,3.425444E-9,7.345915E-4,3.58921E-5,0.0484559,28.10544
0.1481445,1.0,2.874864E-4,168.5503,1.0,1.398823E10,2.05215,0.2371569,1191.191,9.67435E-6,0.001074091,1.62071E-5,0.1335455,1.168642E-4,0.04668941,0.7105216,5.523273E-4,9.734848E-5,0.03691598,0.02645287,0.001197225,1.20751E-5,2.578181E-4,3.622461E-7,7.614018E-6,1.415003E-5,9.121504E-4,4.583765E-4,2.880424E-7,7.33465E-8,0.001127094,1.770613E-5,5.012252E-4,0.009749704,1.265465E-5,0.001668251,1.458079E-4,3.403241E-4,1.084259E-5,7.065555E-7,0.005238677,1.588459E-4,3.66091E-9,1.049902E-4,1.643347E-8,2.397117E-4,0.01474758,2.388379E-4,1.967899E-6,6.410113E-8,0.006074381,5.80362E-11,3.233113E-9,7.329402E-4,3.56518E-5,0.0484559,28.10066
0.1481771,1.0,2.87019E-4,168.8247,1.0,1.411212E10,2.038032,0.2347884,1192.928,9.796127E-6,0.001074735,1.64382E-5,0.133366,1.180778E-4,0.04677531,0.7105812,5.509096E-4,9.697893E-5,0.03700658,0.02653538,0.001197142,1.224428E-5,2.57977E-4,3.680165E-7,7.55969E-6,1.389287E-5,9.130424E-4,4.611415E-4,2.940452E-7,7.472673E-8,0.00112643,1.727106E-5,5.001399E-4,0.009758524,1.284625E-5,0.001673064,1.456566E-4,3.412817E-4,1.100538E-5,7.031764E-7,0.005238877,1.594983E-4,3.636451E-9,1.053616E-4,1.599063E-8,2.398801E-4,0.01460029,2.362332E-4,1.904763E-6,6.248133E-8,0.006069195,5.543785E-11,3.053245E-9,7.31279E-4,3.541221E-5,0.0484559,28.0959
0.1482096,1.0,2.865531E-4,169.0992,1.0,1.423699E10,2.023998,0.2324291,1194.665,9.919138E-6,0.001075375,1.667228E-5,0.1331862,1.193031E-4,0.04686121,0.7106407,5.494905E-4,9.660807E-5,0.03709726,0.02661806,0.001197042,1.241516E-5,2.581305E-4,3.738676E-7,7.505623E-6,1.364093E-5,9.139219E-4,4.639041E-4,3.001622E-7,7.613005E-8,0.001125723,1.68462E-5,4.990124E-4,0.009767131,1.304007E-5,0.001677886,1.454997E-4,3.422381E-4,1.117002E-5,6.998383E-7,0.005238857,1.601488E-4,3.612171E-9,1.057338E-4,1.556122E-8,2.400458E-4,0.01445358,2.33641E-4,1.84363E-6,6.09004E-8,0.006063929,5.295623E-11,2.884906E-9,7.29608E-4,3.517332E-5,0.0484559,28.09115
0.1482422,1.0,2.860887E-4,169.3737,1.0,1.436284E10,2.010048,0.2300792,1196.403,1.004339E-5,0.001076012,1.690936E-5,0.1330063,1.205402E-4,0.04694712,0.7107002,5.480702E-4,9.623593E-5,0.037188,0.02670089,0.001196927,1.258772E-5,2.582786E-4,3.798003E-7,7.451819E-6,1.33941E-5,9.147887E-4,4.66664E-4,3.063952E-7,7.755678E-8,0.001124972,1.643133E-5,4.97843E-4,0.009775522,1.323613E-5,0.001682715,1.453374E-4,3.431934E-4,1.133651E-5,6.96541E-7,0.005238616,1.607976E-4,3.588067E-9,1.06107E-4,1.514481E-8,2.402089E-4,0.01430745,2.310615E-4,1.784438E-6,5.935746E-8,0.006058582,5.058606E-11,2.727238E-9,7.279274E-4,3.493515E-5,0.0484559,28.08641
0.1482747,1.0,2.856257E-4,169.6483,1.0,1.448968E10,1.99618,0.2277389,1198.14,1.016888E-5,0.001076646,1.714948E-5,0.1328262,1.217891E-4,0.04703303,0.7107597,5.466488E-4,9.586251E-5,0.03727881,0.02678389,0.001196795,1.276198E-5,2.584213E-4,3.858155E-7,7.398277E-6,1.315227E-5,9.156427E-4,4.69421E-4,3.127462E-7,7.900722E-8,0.001124179,1.602622E-5,4.966321E-4,0.009783695,1.343442E-5,0.001687553,1.451695E-4,3.441473E-4,1.150486E-5,6.932841E-7,0.005238153,1.614445E-4,3.564138E-9,1.064811E-4,1.474097E-8,2.403694E-4,0.01416192,2.284949E-4,1.727127E-6,5.785167E-8,0.006053156,4.832233E-11,2.579453E-9,7.262372E-4,3.46977E-5,0.0484559,28.08167
0.1483073,1.0,2.85164E-4,169.9229,1.0,1.46175E10,1.982396,0.2254083,1199.878,1.029563E-5,0.001077278,1.739268E-5,0.1326459,1.2305E-4,0.04711894,0.7108191,5.452264E-4,9.548785E-5,0.0373697,0.02686703,0.001196646,1.293793E-5,2.585585E-4,3.919138E-7,7.345E-6,1.291533E-5,9.164839E-4,4.721746E-4,3.192171E-7,8.04817E-8,0.001123343,1.563067E-5,4.953801E-4,0.00979165,1.363497E-5,0.001692398,1.449963E-4,3.450998E-4,1.167508E-5,6.900675E-7,0.005237466,1.620895E-4,3.540382E-9,1.06856E-4,1.434929E-8,2.405273E-4,0.01401699,2.259415E-4,1.671636E-6,5.638217E-8,0.006047652,4.616025E-11,2.440831E-9,7.245376E-4,3.446098E-5,0.0484559,28.07695
0.1483398,1.0,2.847039E-4,170.1976,1.0,1.474633E10,1.968693,0.2230874,1201.616,1.042363E-5,0.001077906,1.763898E-5,0.1324654,1.243229E-4,0.04720486,0.7108785,5.438032E-4,9.511195E-5,0.03746064,0.02695034,0.001196482,1.311559E-5,2.586902E-4,3.980962E-7,7.291987E-6,1.268318E-5,9.173121E-4,4.749248E-4,3.258098E-7,8.198054E-8,0.001122463,1.524445E-5,4.940874E-4,0.009799384,1.383778E-5,0.001697252,1.448176E-4,3.460508E-4,1.184718E-5,6.868909E-7,0.005236557,1.627326E-4,3.516795E-9,1.072318E-4,1.396937E-8,2.406826E-4,0.01387267,2.234014E-4,1.617909E-6,5.494816E-8,0.00604207,4.409524E-11,2.310707E-9,7.228287E-4,3.422499E-5,0.0484559,28.07225
0.1483724,1.0,2.842451E-4,170.4723,1.0,1.487616E10,1.955072,0.2207765,1203.354,1.05529E-5,0.001078531,1.788842E-5,0.1322847,1.25608E-4,0.04729078,0.7109379,5.423793E-4,9.473484E-5,0.03755166,0.0270338,0.001196301,1.329493E-5,2.588164E-4,4.043634E-7,7.239239E-6,1.245573E-5,9.181272E-4,4.776711E-4,3.325264E-7,8.350406E-8,0.00112154,1.486736E-5,4.927545E-4,0.009806895,1.404285E-5,0.001702114,1.446335E-4,3.470003E-4,1.202117E-5,6.837542E-7,0.005235423,1.633736E-4,3.493378E-9,1.076085E-4,1.360083E-8,2.408353E-4,0.01372896,2.20875E-4,1.56589E-6,5.354882E-8,0.006036411,4.212292E-11,2.188473E-9,7.211107E-4,3.398973E-5,0.0484559,28.06755
0.1484049,1.0,2.837878E-4,170.747,1.0,1.500699E10,1.941532,0.2184757,1205.092,1.068344E-5,0.001079153,1.814103E-5,0.1321038,1.269053E-4,0.0473767,0.7109972,5.409548E-4,9.435653E-5,0.03764273,0.02711742,0.001196105,1.347598E-5,2.58937E-4,4.107163E-7,7.186756E-6,1.223287E-5,9.189292E-4,4.804132E-4,3.393687E-7,8.505259E-8,0.001120575,1.449919E-5,4.913818E-4,0.009814182,1.42502E-5,0.001706983,1.444441E-4,3.47948E-4,1.219706E-5,6.80657E-7,0.005234064,1.640125E-4,3.470126E-9,1.079861E-4,1.324329E-8,2.409854E-4,0.01358588,2.183624E-4,1.515525E-6,5.218336E-8,0.006030676,4.023912E-11,2.073569E-9,7.193837E-4,3.375521E-5,0.0484559,28.06286
0.1484375,1.0,2.833318E-4,171.0217,1.0,1.513884E10,1.928073,0.216185,1206.83,1.081525E-5,0.001079772,1.839686E-5,0.1319227,1.282149E-4,0.04746262,0.7110565,5.395297E-4,9.397705E-5,0.03773387,0.0272012,0.001195892,1.365873E-5,2.590521E-4,4.171556E-7,7.13454E-6,1.20145E-5,9.197179E-4,4.83151E-4,3.463388E-7,8.662645E-8,0.001119565,1.413974E-5,4.899697E-4,0.009821244,1.445984E-5,0.00171186,1.442493E-4,3.48894E-4,1.237485E-5,6.775992E-7,0.005232479,1.646493E-4,3.44704E-9,1.083646E-4,1.289641E-8,2.411328E-4,0.01344344,2.158638E-4,1.466764E-6,5.085102E-8,0.006024865,3.843986E-11,1.965482E-9,7.176477E-4,3.352144E-5,0.0484559,28.05819
0.1484701,1.0,2.828774E-4,171.2965,1.0,1.52717E10,1.914693,0.2139046,1208.568,1.094835E-5,0.001080388,1.865592E-5,0.1317415,1.29537E-4,0.04754853,0.7111157,5.381043E-4,9.359643E-5,0.03782508,0.02728513,0.001195663,1.384317E-5,2.591616E-4,4.236822E-7,7.082591E-6,1.180053E-5,9.204931E-4,4.85884E-4,3.534389E-7,8.822599E-8,0.001118513,1.378883E-5,4.885186E-4,0.009828078,1.467176E-5,0.001716745,1.440493E-4,3.498381E-4,1.255456E-5,6.745806E-7,0.005230668,1.652839E-4,3.424116E-9,1.087439E-4,1.255984E-8,2.412776E-4,0.01330163,2.133794E-4,1.419554E-6,4.955103E-8,0.006018979,3.672133E-11,1.863739E-9,7.15903E-4,3.328842E-5,0.0484559,28.05353
0.1485026,1.0,2.824243E-4,171.5713,1.0,1.540559E10,1.901393,0.2116346,1210.307,1.108274E-5,0.001081001,1.891826E-5,0.13156,1.308716E-4,0.04763445,0.7111749,5.366786E-4,9.321466E-5,0.03791634,0.02736921,0.001195418,1.402931E-5,2.592654E-4,4.302968E-7,7.030908E-6,1.159087E-5,9.212549E-4,4.886121E-4,3.606709E-7,8.985154E-8,0.001117417,1.344624E-5,4.870291E-4,0.009834683,1.488599E-5,0.001721637,1.438439E-4,3.507802E-4,1.273618E-5,6.716011E-7,0.00522863,1.659162E-4,3.401352E-9,1.091242E-4,1.223325E-8,2.414198E-4,0.01316048,2.109094E-4,1.373847E-6,4.828266E-8,0.006013019,3.507988E-11,1.767905E-9,7.141495E-4,3.305616E-5,0.0484559,28.04888
0.1485352,1.0,2.819726E-4,171.8461,1.0,1.554051E10,1.888171,0.2093752,1212.045,1.121842E-5,0.001081611,1.918391E-5,0.1313784,1.322189E-4,0.04772036,0.711234,5.352528E-4,9.283179E-5,0.03800766,0.02745346,0.001195156,1.421715E-5,2.593636E-4,4.370004E-7,6.979493E-6,1.138543E-5,9.220031E-4,4.913348E-4,3.680369E-7,9.150342E-8,0.001116278,1.311181E-5,4.855016E-4,0.009841057,1.510251E-5,0.001726537,1.436334E-4,3.517203E-4,1.291973E-5,6.686604E-7,0.005226364,1.665462E-4,3.378748E-9,1.095053E-4,1.191631E-8,2.415594E-4,0.01301997,2.084539E-4,1.329596E-6,4.704518E-8,0.006006986,3.351205E-11,1.677578E-9,7.123876E-4,3.282465E-5,0.0484559,28.04424
